// Creator: RBR Ltd.
// Create time: 2026-07-20T06:51:40
// Instrument model firmware and serialID: RBRconcerto³ 1.160 241494
// Sample period: 0.5 second
// Processing history:
//	C:\Users\Domeau\Documents\MEDIMEER\Python\Somlit_rbr_toolbox\proc_data\rbr_concerto_profile_3_2026-06-16T07-13-43_to_2026-06-16T07-17-21.rsk opened using pyRSKtools v1.3.0.
//	Sea pressure calculated using an atmospheric pressure of 10.1325 dbar.
//	Zero-order hold corrected for channel(s) conductivity, temperature, pressure, par, sea_pressure, depth, salinity, speed_of_sound, specific_conductivity. Hold points were treated with interp.
//	Channel temperature aligned using lag(s) -0.045,-0.045,-0.045,-0.045,-0.045,-0.045 and shiftfill zeroorderhold
//	Depth calculated using the TEOS-10 library and a latitude of 49.3188 degrees
//	Profiling velocity calculated from depth, filtered with a windowLength of 3 samples.
//	Practical Salinity derived using TEOS-10 library
//	Potential density anomal derived using the TEOS-10 library.
//	Remove loops with the threshold of 0.05 m/s.
//	Binned with respect to depth using [ 0.625 29.75 ] boundaries with [0.25] m bin size.
// Comment: down CAST

// timestamp(yyyy-mm-ddTHH:MM:ss.FFF),    conductivity(mS/cm),    temperature(°C),    par(µmol/m²/s),    depth(m),    salinity(PSU),    density_anomaly(kg/m³),    cast_direction
2026-06-16T07:14:51.500,    50.90354537963867,    19.430843200883828,    204.98770141601562,    0.75,    37.9742752553889,    27.18572951345095,    d
2026-06-16T07:14:56.500,    50.90080261230469,    19.43053415926018,    175.120361328125,    1.0,    37.97215541853106,    27.184202939387433,    d
2026-06-16T07:14:58.750,    50.89711570739746,    19.42517517064698,    374.11537170410156,    1.25,    37.97387472167998,    27.186938717774638,    d
2026-06-16T07:14:59.750,    50.89042282104492,    19.421814727655146,    325.9342803955078,    1.5,    37.97122304868776,    27.185809585460902,    d
2026-06-16T07:15:00.500,    50.894134521484375,    19.420569762936793,    132.06411743164062,    1.75,    37.975388772040056,    27.189332451173186,    d
2026-06-16T07:15:01.000,    50.89500427246094,    19.41883422806859,    96.08272552490234,    2.0,    37.97755022220477,    27.191460735411283,    d
2026-06-16T07:14:51.000,    nan,    nan,    nan,    2.25,    nan,    nan,    d
2026-06-16T07:15:01.500,    50.88984298706055,    19.415423887898214,    84.52381896972656,    2.5,    37.97620290325112,    27.191344899032856,    d
2026-06-16T07:15:02.000,    50.8803596496582,    19.407617797376588,    85.24665069580078,    2.75,    37.97524175093596,    27.19268137171457,    d
2026-06-16T07:15:02.500,    50.8809928894043,    19.404532470274717,    85.30414581298828,    3.0,    37.978489741010534,    27.195988987578858,    d
2026-06-16T07:15:03.000,    50.88324737548828,    19.40073058870621,    75.67183685302734,    3.25,    37.98372571442881,    27.20100835454923,    d
2026-06-16T07:14:51.000,    nan,    nan,    nan,    3.5,    nan,    nan,    d
2026-06-16T07:15:03.500,    50.73628616333008,    19.375787637778558,    83.24193572998047,    3.75,    37.88275721512396,    27.1304239945307,    d
2026-06-16T07:15:04.000,    50.50857162475586,    19.227983054122888,    93.24993896484375,    4.0,    37.825652357039374,    27.125559992393846,    d
2026-06-16T07:15:04.500,    50.15904998779297,    18.96842860558536,    78.2033920288086,    4.25,    37.767042776605436,    27.148371288437147,    d
2026-06-16T07:15:05.000,    49.780235290527344,    18.681088217766955,    149.53518676757812,    4.5,    37.70786298096586,    27.177275808444392,    d
2026-06-16T07:14:51.000,    nan,    nan,    nan,    4.75,    nan,    nan,    d
2026-06-16T07:15:05.750,    49.64020919799805,    18.366179641045164,    103.73995971679688,    5.0,    37.8778827752254,    27.387943451400815,    d
2026-06-16T07:15:06.500,    49.584102630615234,    18.23604644241277,    100.37996673583984,    5.25,    37.950109140093105,    27.47633493082003,    d
2026-06-16T07:15:07.000,    49.524803161621094,    18.20017485891003,    97.11001586914062,    5.5,    37.93216026966596,    27.471686296775488,    d
2026-06-16T07:14:51.000,    nan,    nan,    nan,    5.75,    nan,    nan,    d
2026-06-16T07:15:07.500,    49.48310089111328,    18.1539565945277,    84.14195251464844,    6.0,    37.93891234644324,    27.488572221794584,    d
2026-06-16T07:14:51.000,    nan,    nan,    nan,    6.25,    nan,    nan,    d
2026-06-16T07:15:08.250,    49.419769287109375,    18.072429041552823,    185.81018829345703,    6.5,    37.959910090942536,    27.52525274783227,    d
2026-06-16T07:15:09.000,    49.37717819213867,    18.028447566670366,    104.60633850097656,    6.75,    37.96388798573089,    27.53939562425967,    d
2026-06-16T07:14:51.000,    nan,    nan,    nan,    7.0,    nan,    nan,    d
2026-06-16T07:15:09.500,    49.32583999633789,    17.996747729717754,    154.95591735839844,    7.25,    37.94880345286466,    27.535827308365924,    d
2026-06-16T07:15:10.000,    49.20033264160156,    17.918742359499447,    173.81228637695312,    7.5,    37.912619642742065,    27.5276848744345,    d
2026-06-16T07:15:10.500,    49.19075012207031,    17.84972625260707,    194.43544006347656,    7.75,    37.968645524798404,    27.58792498664684,    d
2026-06-16T07:14:51.000,    nan,    nan,    nan,    8.0,    nan,    nan,    d
2026-06-16T07:15:11.000,    49.14052200317383,    17.816881095524877,    113.20338439941406,    8.25,    37.95552660811808,    27.586094744096954,    d
2026-06-16T07:14:51.000,    nan,    nan,    nan,    8.5,    nan,    nan,    d
2026-06-16T07:15:11.500,    49.02565383911133,    17.758453961228952,    101.0655517578125,    8.75,    37.909948828178884,    27.565754421677866,    d
2026-06-16T07:14:51.000,    nan,    nan,    nan,    9.0,    nan,    nan,    d
2026-06-16T07:15:12.500,    48.9142697652181,    17.602007743630868,    179.63284810384116,    9.25,    37.959150785376266,    27.64240250930523,    d
2026-06-16T07:14:51.000,    nan,    nan,    nan,    9.5,    nan,    nan,    d
2026-06-16T07:14:51.000,    nan,    nan,    nan,    9.75,    nan,    nan,    d
2026-06-16T07:15:13.500,    48.442047119140625,    17.461288699298166,    126.66070556640625,    10.0,    37.67768429921534,    27.461272277174203,    d
2026-06-16T07:14:51.000,    nan,    nan,    nan,    10.25,    nan,    nan,    d
2026-06-16T07:15:14.250,    48.004568099975586,    16.947285885515157,    171.1521759033203,    10.5,    37.77455205395899,    27.66108391568946,    d
2026-06-16T07:15:15.000,    47.83501052856445,    16.662070292513818,    142.9840545654297,    10.75,    37.89336267263188,    27.82113964811674,    d
2026-06-16T07:14:51.000,    nan,    nan,    nan,    11.0,    nan,    nan,    d
2026-06-16T07:15:15.500,    47.7269401550293,    16.532967512495816,    164.90138244628906,    11.25,    37.91950311012551,    27.872122102582352,    d
2026-06-16T07:15:16.000,    47.62400817871094,    16.4220718202414,    146.11009216308594,    11.5,    37.93295418678578,    27.90888156033475,    d
2026-06-16T07:15:16.500,    47.53632736206055,    16.306419359869324,    106.25776672363281,    11.75,    37.96465419144568,    27.960699883895813,    d
2026-06-16T07:15:17.000,    47.412994384765625,    16.217518593301065,    116.41873931884766,    12.0,    37.93867547992462,    27.961728356728827,    d
2026-06-16T07:14:51.000,    nan,    nan,    nan,    12.25,    nan,    nan,    d
2026-06-16T07:15:17.500,    47.18252182006836,    16.070529762655497,    138.9330596923828,    12.5,    37.871514686773686,    27.94461866805682,    d
2026-06-16T07:15:18.000,    47.163780212402344,    15.930707082734443,    126.35262298583984,    12.75,    37.98862661006555,    28.06748571540129,    d
2026-06-16T07:15:18.500,    47.11310958862305,    15.867978200665675,    113.95479583740234,    13.0,    38.002998388200126,    28.093183341631175,    d
2026-06-16T07:14:51.000,    nan,    nan,    nan,    13.25,    nan,    nan,    d
2026-06-16T07:15:19.000,    47.0054931640625,    15.802322680479847,    109.52012634277344,    13.5,    37.96843303427395,    28.081844196049133,    d
2026-06-16T07:14:51.000,    nan,    nan,    nan,    13.75,    nan,    nan,    d
2026-06-16T07:15:19.500,    46.93529510498047,    15.721895435708575,    112.8334732055664,    14.0,    37.981996345182644,    28.110953532744134,    d
2026-06-16T07:15:20.000,    46.88584518432617,    15.650256032939069,    111.33753204345703,    14.25,    38.00604899970775,    28.146055619351046,    d
2026-06-16T07:15:20.500,    46.8421745300293,    15.587978201336227,    103.5338363647461,    14.5,    38.026421447147094,    28.176120283139653,    d
2026-06-16T07:15:21.000,    46.72580337524414,    15.526807849761099,    103.0105972290039,    14.75,    37.97923947772828,    28.153845712847215,    d
2026-06-16T07:14:51.000,    nan,    nan,    nan,    15.0,    nan,    nan,    d
2026-06-16T07:15:21.500,    46.60884094238281,    15.449645371874794,    97.16388702392578,    15.25,    37.946730364517286,    28.146510100316164,    d
2026-06-16T07:14:51.000,    nan,    nan,    nan,    15.5,    nan,    nan,    d
2026-06-16T07:14:51.000,    nan,    nan,    nan,    15.75,    nan,    nan,    d
2026-06-16T07:15:22.500,    46.598042805989586,    15.334820859405832,    87.10537211100261,    16.0,    38.04796449695087,    28.250818583288417,    d
2026-06-16T07:14:51.000,    nan,    nan,    nan,    16.25,    nan,    nan,    d
2026-06-16T07:15:23.500,    46.561607360839844,    15.315679619903676,    81.5756607055664,    16.5,    38.03296346120498,    28.243630668747983,    d
2026-06-16T07:14:51.000,    nan,    nan,    nan,    16.75,    nan,    nan,    d
2026-06-16T07:15:24.000,    46.47791290283203,    15.27054900105577,    73.91191101074219,    17.0,    37.99975725306531,    28.228319572343935,    d
2026-06-16T07:15:24.500,    46.40188980102539,    15.202945239725523,    71.62948608398438,    17.25,    37.99542113691054,    28.240346630134354,    d
2026-06-16T07:15:25.000,    46.354652404785156,    15.12874602561351,    71.97662353515625,    17.5,    38.024072130808534,    28.279262535809266,    d
2026-06-16T07:15:25.500,    46.34767150878906,    15.08520599163603,    68.7345199584961,    17.75,    38.06000801638352,    28.31683526847064,    d
2026-06-16T07:15:26.000,    46.35175704956055,    15.073074035462923,    63.63668441772461,    18.0,    38.07551162348392,    28.331545380954367,    d
2026-06-16T07:15:26.500,    46.35964584350586,    15.071633910527453,    65.40093231201172,    18.25,    38.08410629589692,    28.338508956984015,    d
2026-06-16T07:15:27.000,    46.31486511230469,    15.065397944767028,    66.40690612792969,    18.5,    38.04873274925573,    28.31263593984022,    d
2026-06-16T07:14:51.000,    nan,    nan,    nan,    18.75,    nan,    nan,    d
2026-06-16T07:15:27.500,    46.3027458190918,    15.037255856674165,    60.5334358215332,    19.0,    38.06484360829122,    28.331429096792817,    d
2026-06-16T07:14:51.000,    nan,    nan,    nan,    19.25,    nan,    nan,    d
2026-06-16T07:15:28.000,    46.288673400878906,    15.019547421601601,    57.839515686035156,    19.5,    38.068932369131744,    28.338592416464962,    d
2026-06-16T07:15:28.500,    46.2869758605957,    15.002250059158541,    54.36128616333008,    19.75,    38.08411445230031,    28.354216260325302,    d
2026-06-16T07:15:29.000,    46.296199798583984,    14.99041015515104,    56.093353271484375,    20.0,    38.10413714220174,    28.372339715832823,    d
2026-06-16T07:15:29.500,    46.28773880004883,    14.983202513540164,    55.715118408203125,    20.25,    38.10324049168898,    28.373280098310715,    d
2026-06-16T07:14:51.000,    nan,    nan,    nan,    20.5,    nan,    nan,    d
2026-06-16T07:15:30.000,    46.28264617919922,    14.976150817121379,    53.544437408447266,    20.75,    38.1052340534496,    28.37642098110564,    d
2026-06-16T07:14:51.000,    nan,    nan,    nan,    21.0,    nan,    nan,    d
2026-06-16T07:15:30.500,    46.28575134277344,    14.97144897421822,    48.418392181396484,    21.25,    38.112568368499296,    28.383149868117016,    d
2026-06-16T07:15:31.000,    46.284339904785156,    14.968981628189795,    49.32673645019531,    21.5,    38.113553270861,    28.384474858926524,    d
2026-06-16T07:15:31.500,    46.2877082824707,    14.967813110677525,    47.569358825683594,    21.75,    38.11763233747074,    28.38789994557169,    d
2026-06-16T07:14:51.000,    nan,    nan,    nan,    22.0,    nan,    nan,    d
2026-06-16T07:14:51.000,    nan,    nan,    nan,    22.25,    nan,    nan,    d
2026-06-16T07:15:32.000,    46.31396484375,    14.970597535604611,    48.55110549926758,    22.5,    38.13893808943686,    28.40373616077045,    d
2026-06-16T07:15:32.750,    46.33523178100586,    14.982341766997706,    44.1694221496582,    22.75,    38.14694621946546,    28.40728563692926,    d
2026-06-16T07:15:33.500,    46.33396530151367,    14.98756469739601,    44.30484390258789,    23.0,    38.140579565816864,    28.401202855888187,    d
2026-06-16T07:14:51.000,    nan,    nan,    nan,    23.25,    nan,    nan,    d
2026-06-16T07:15:34.000,    46.33950424194336,    14.988301086355932,    42.842533111572266,    23.5,    38.14475850931508,    28.404279543680786,    d
2026-06-16T07:14:51.000,    nan,    nan,    nan,    23.75,    nan,    nan,    d
2026-06-16T07:15:34.500,    46.336769104003906,    14.987771911430173,    40.54348373413086,    24.0,    38.14246935771127,    28.40265420599212,    d
2026-06-16T07:14:51.000,    nan,    nan,    nan,    24.25,    nan,    nan,    d
2026-06-16T07:15:35.250,    46.34848976135254,    14.986259002645966,    35.80344772338867,    24.5,    38.154612509838884,    28.412379912251822,    d
2026-06-16T07:15:36.000,    46.34992599487305,    14.986045837285928,    35.17264175415039,    24.75,    38.15604751672214,    28.413543398978163,    d
2026-06-16T07:15:36.500,    46.34991455078125,    14.985140075325035,    34.04015350341797,    25.0,    38.15678600277008,    28.4143282102998,    d
2026-06-16T07:14:51.000,    nan,    nan,    nan,    25.25,    nan,    nan,    d
2026-06-16T07:15:37.000,    46.34008026123047,    14.982949523837306,    31.52663230895996,    25.5,    38.14962680401465,    28.409313198169457,    d
2026-06-16T07:15:37.500,    46.34081268310547,    14.982377929612994,    30.762935638427734,    25.75,    38.15079682171869,    28.41035013425767,    d
2026-06-16T07:15:38.000,    46.33904266357422,    14.98188140860293,    29.07679557800293,    26.0,    38.14950266418356,    28.40947456378285,    d
2026-06-16T07:14:51.000,    nan,    nan,    nan,    26.25,    nan,    nan,    d
2026-06-16T07:15:38.500,    46.339111328125,    14.981098327203654,    27.027971267700195,    26.5,    38.15015375812248,    28.41016753479994,    d
2026-06-16T07:15:39.000,    46.338687896728516,    14.978040465503,    25.354488372802734,    26.75,    38.15262537260201,    28.412773745629693,    d
2026-06-16T07:15:39.500,    46.34210205078125,    14.973076781956479,    24.29066276550293,    27.0,    38.160560001667356,    28.4200212307926,    d
2026-06-16T07:15:40.000,    46.33682632446289,    14.971444091759622,    22.980226516723633,    27.25,    38.157158991259514,    28.417773506786716,    d
2026-06-16T07:15:40.500,    46.33464431762695,    14.971205444307998,    19.84804916381836,    27.5,    38.15518278869505,    28.416317258337813,    d
2026-06-16T07:14:51.000,    nan,    nan,    nan,    27.75,    nan,    nan,    d
2026-06-16T07:15:41.000,    46.33500671386719,    14.971030578599311,    16.45479393005371,    28.0,    38.155501691807586,    28.416617579385274,    d
2026-06-16T07:15:41.500,    46.33702850341797,    14.970958251971751,    14.550971031188965,    28.25,    38.15732060236262,    28.418047266300846,    d
2026-06-16T07:15:42.000,    46.34015655517578,    14.971080322284251,    13.076367378234863,    28.5,    38.15999190229909,    28.42008949264391,    d
2026-06-16T07:15:42.500,    46.34077072143555,    14.971210632356815,    11.958663940429688,    28.75,    38.160343051864196,    28.420338238056956,    d
2026-06-16T07:15:43.000,    46.33789825439453,    14.971407775883563,    10.229856491088867,    29.0,    38.157343196978786,    28.417990592601654,    d
2026-06-16T07:14:51.000,    nan,    nan,    nan,    29.25,    nan,    nan,    d
2026-06-16T07:15:43.500,    46.33711624145508,    14.971479492262006,    8.383166313171387,    29.5,    38.15635821219403,    28.41722945158358,    d
2026-06-16T07:15:55.750,    46.34794044494629,    14.976269149658037,    7.551191210746765,    29.75,    38.161583139936276,    28.420191277703623,    d
