// Creator: RBR Ltd.
// Create time: 2026-07-20T06:51:36
// Instrument model firmware and serialID: RBRconcerto³ 1.160 241494
// Sample period: 0.5 second
// Processing history:
//	C:\Users\Domeau\Documents\MEDIMEER\Python\Somlit_rbr_toolbox\proc_data\rbr_concerto_profile_0_2026-05-20T07-19-59_to_2026-05-20T07-24-44.rsk opened using pyRSKtools v1.3.0.
//	Sea pressure calculated using an atmospheric pressure of 10.1325 dbar.
//	Zero-order hold corrected for channel(s) conductivity, temperature, pressure, par, sea_pressure, depth, salinity, speed_of_sound, specific_conductivity. Hold points were treated with interp.
//	Channel temperature aligned using lag(s) -0.045,-0.045 and shiftfill zeroorderhold
//	Depth calculated using the TEOS-10 library and a latitude of 49.3188 degrees
//	Profiling velocity calculated from depth, filtered with a windowLength of 3 samples.
//	Practical Salinity derived using TEOS-10 library
//	Potential density anomal derived using the TEOS-10 library.
//	Remove loops with the threshold of 0.05 m/s.
//	Binned with respect to depth using [ 0.625 30.25 ] boundaries with [0.25] m bin size.
// Comment: down CAST

// timestamp(yyyy-mm-ddTHH:MM:ss.FFF),    conductivity(mS/cm),    temperature(°C),    par(µmol/m²/s),    depth(m),    salinity(PSU),    density_anomaly(kg/m³),    cast_direction
2026-05-20T07:21:41.500,    47.10521697998047,    16.258643491542898,    270.7188415527344,    0.75,    37.6277756410797,    27.712400665833,    d
2026-05-20T07:21:42.000,    47.08528137207031,    16.244019771926105,    715.29833984375,    1.0,    37.62363084950751,    27.712667968862206,    d
2026-05-20T07:21:42.500,    47.05133819580078,    16.221432797028683,    207.7562713623047,    1.25,    37.61446177925318,    27.71094120067073,    d
2026-05-20T07:21:43.000,    47.02727508544922,    16.19684844103176,    465.7464599609375,    1.5,    37.616073286857365,    27.717971443109946,    d
2026-05-20T07:21:43.750,    46.75888442993164,    16.041140570945572,    335.43174743652344,    1.75,    37.522042026940596,    27.682082752673182,    d
2026-05-20T07:19:59.500,    nan,    nan,    nan,    2.0,    nan,    nan,    d
2026-05-20T07:21:44.500,    46.64859390258789,    15.831453543505631,    514.0165405273438,    2.25,    37.62168921375463,    27.807635850544557,    d
2026-05-20T07:21:45.000,    46.62389373779297,    15.776080927113071,    702.8926391601562,    2.5,    37.652064567232415,    27.84386266336014,    d
2026-05-20T07:21:45.750,    46.58597373962402,    15.724320520821493,    297.5011444091797,    2.75,    37.66698654497054,    27.86733401467768,    d
2026-05-20T07:21:46.500,    46.544620513916016,    15.671372066251934,    305.8125305175781,    3.0,    37.67995838687184,    27.889556505247356,    d
2026-05-20T07:21:47.000,    46.536888122558594,    15.646029661176726,    327.0276184082031,    3.25,    37.69710322247386,    27.90861265572198,    d
2026-05-20T07:21:47.500,    46.53107452392578,    15.633649290306494,    260.5025634765625,    3.5,    37.70358288440391,    27.916463981414154,    d
2026-05-20T07:21:48.000,    46.51535415649414,    15.622063596034423,    273.30322265625,    3.75,    37.70028740039628,    27.9166000357518,    d
2026-05-20T07:21:48.500,    46.5006103515625,    15.60508971917443,    313.1935119628906,    4.0,    37.70303886294779,    27.92263352650957,    d
2026-05-20T07:21:49.000,    46.49483108520508,    15.589278257801197,    281.51116943359375,    4.25,    37.7128469341298,    27.933834011356566,    d
2026-05-20T07:21:49.750,    46.494075775146484,    15.577915800793562,    297.8560485839844,    4.5,    37.72297228561254,    27.944254680035783,    d
2026-05-20T07:21:50.500,    46.46733093261719,    15.561774287139997,    249.636474609375,    4.75,    37.71395370032326,    27.94102503053091,    d
2026-05-20T07:21:51.000,    46.442142486572266,    15.530205684015527,    252.2747039794922,    5.0,    37.72119678343114,    27.953859418666298,    d
2026-05-20T07:21:51.500,    46.42124557495117,    15.500906672677957,    224.44993591308594,    5.25,    37.73017859613237,    27.96750572760402,    d
2026-05-20T07:21:52.000,    46.414588928222656,    15.472355954814702,    210.8588409423828,    5.5,    37.75147523537933,    27.99046341146459,    d
2026-05-20T07:21:52.500,    46.40890121459961,    15.458291014190763,    192.28598022460938,    5.75,    37.759753029750634,    28.000066887163484,    d
2026-05-20T07:21:53.000,    46.40091323852539,    15.448938292101957,    204.38548278808594,    6.0,    37.76136768948156,    28.00345804423705,    d
2026-05-20T07:21:53.500,    46.390140533447266,    15.439967039506882,    194.15472412109375,    6.25,    37.76004366854699,    28.004498343433397,    d
2026-05-20T07:21:54.250,    46.38482475280762,    15.426923827268183,    162.21459197998047,    6.5,    37.76759361783768,    28.01331135283499,    d
2026-05-20T07:19:59.500,    nan,    nan,    nan,    6.75,    nan,    nan,    d
2026-05-20T07:21:55.250,    46.37831687927246,    15.417767791019287,    162.80164337158203,    7.0,    37.770265651740075,    28.01747911742882,    d
2026-05-20T07:21:56.000,    46.37260437011719,    15.409681395627558,    141.60951232910156,    7.25,    37.772683427000175,    28.02120195762359,    d
2026-05-20T07:21:56.750,    46.37493133544922,    15.403004455030896,    156.95076751708984,    7.5,    37.78115145923741,    28.029261929835002,    d
2026-05-20T07:21:57.500,    46.3653564453125,    15.396931761642918,    138.2553253173828,    7.75,    37.778147517075325,    28.028340590897187,    d
2026-05-20T07:21:58.000,    46.36634063720703,    15.390163878560998,    139.7490997314453,    8.0,    37.785450563700266,    28.03552495651502,    d
2026-05-20T07:19:59.500,    nan,    nan,    nan,    8.25,    nan,    nan,    d
2026-05-20T07:21:58.500,    46.35144805908203,    15.383995359297842,    126.04769897460938,    8.5,    37.777626655919974,    28.030912762882508,    d
2026-05-20T07:21:59.000,    46.3466796875,    15.369860226055607,    122.13192749023438,    8.75,    37.78677989479315,    28.041202013348084,    d
2026-05-20T07:21:59.750,    46.323917388916016,    15.334338375832886,    118.07206726074219,    9.0,    37.80010158385218,    28.05957482539634,    d
2026-05-20T07:22:00.750,    46.302032470703125,    15.298063961789012,    110.80083084106445,    9.25,    37.81495115349799,    28.079288844559755,    d
2026-05-20T07:22:01.500,    46.28315353393555,    15.267537839245051,    109.1776123046875,    9.5,    37.827020210618144,    28.09554321845758,    d
2026-05-20T07:22:02.000,    46.279945373535156,    15.251764525426552,    99.91341400146484,    9.75,    37.83925001347972,    28.108562779216754,    d
2026-05-20T07:22:02.500,    46.27806091308594,    15.245660399552435,    97.42706298828125,    10.0,    37.84331925771988,    28.113095234606362,    d
2026-05-20T07:22:03.000,    46.27092742919922,    15.239785459940322,    93.850830078125,    10.25,    37.842319445362904,    28.113668580697777,    d
2026-05-20T07:22:03.500,    46.26755142211914,    15.230113524012268,    90.529541015625,    10.5,    37.84847431378458,    28.120618239629266,    d
2026-05-20T07:22:04.000,    46.26739501953125,    15.221409911289811,    86.8419418334961,    10.75,    37.856687683658265,    28.128932266683478,    d
2026-05-20T07:22:04.750,    46.26730728149414,    15.21563919034088,    83.92346572875977,    11.0,    37.86210301346881,    28.13442484055622,    d
2026-05-20T07:22:05.500,    46.259735107421875,    15.211128233117051,    81.84751892089844,    11.25,    37.8593947297238,    28.133368603995677,    d
2026-05-20T07:22:06.250,    46.25562286376953,    15.197008055867627,    79.73668670654297,    11.5,    37.86919580113419,    28.144135946242272,    d
2026-05-20T07:19:59.500,    nan,    nan,    nan,    11.75,    nan,    nan,    d
2026-05-20T07:22:07.000,    46.237220764160156,    15.189057919778861,    70.94058227539062,    12.0,    37.85980958579411,    28.13871176812745,    d
2026-05-20T07:22:07.500,    46.23442077636719,    15.172197568346746,    68.20616149902344,    12.25,    37.873445037346904,    28.153057042957244,    d
2026-05-20T07:22:08.000,    46.22185516357422,    15.15616698982194,    68.30524444580078,    12.5,    37.87732502324868,    28.15968600611677,    d
2026-05-20T07:22:08.750,    46.21460723876953,    15.13818923739018,    65.5023021697998,    12.75,    37.88796562534315,    28.17196992231186,    d
2026-05-20T07:22:09.500,    46.199920654296875,    15.113330686697736,    62.24663543701172,    13.0,    37.89845411307962,    28.185688002897678,    d
2026-05-20T07:22:10.000,    46.19978713989258,    15.102343139005825,    61.5534553527832,    13.25,    37.90893589989028,    28.196260791177565,    d
2026-05-20T07:22:10.500,    46.19867706298828,    15.098049315623939,    58.951377868652344,    13.5,    37.91198585030834,    28.199591081501012,    d
2026-05-20T07:22:11.000,    46.1750602722168,    15.090524592320435,    55.09564208984375,    13.75,    37.89738184447431,    28.190035411461167,    d
2026-05-20T07:19:59.500,    nan,    nan,    nan,    14.0,    nan,    nan,    d
2026-05-20T07:22:11.500,    46.14362716674805,    15.05784392671194,    53.257625579833984,    14.25,    37.900022889226,    28.199454087321783,    d
2026-05-20T07:22:12.250,    46.13198471069336,    15.002670132031199,    51.59697914123535,    14.5,    37.94283302504022,    28.244918438860623,    d
2026-05-20T07:22:13.000,    46.13864517211914,    14.973463438567705,    49.521583557128906,    14.75,    37.97733727858019,    28.2781201216726,    d
2026-05-20T07:22:13.500,    46.13800048828125,    14.965158386039548,    47.80253601074219,    15.0,    37.984751169654444,    28.28571491985008,    d
2026-05-20T07:22:14.000,    46.16407775878906,    14.96466796984896,    46.1587028503418,    15.25,    38.00924632126328,    28.304735634018698,    d
2026-05-20T07:22:14.500,    46.169471740722656,    14.97183166607283,    45.082584381103516,    15.5,    38.00714841518154,    28.30151383947441,    d
2026-05-20T07:22:15.000,    46.190860748291016,    14.978933412232436,    42.64033508300781,    15.75,    38.01988353679858,    28.309753031946684,    d
2026-05-20T07:22:15.500,    46.196048736572266,    14.988732910715044,    41.51142501831055,    16.0,    38.014999386930576,    28.3037889449854,    d
2026-05-20T07:22:16.000,    46.197879791259766,    14.992120361421257,    39.15523910522461,    16.25,    38.013269687418976,    28.301701300012837,    d
2026-05-20T07:22:16.750,    46.20124816894531,    14.992378082184587,    37.55245018005371,    16.5,    38.015981823872245,    28.30374799578908,    d
2026-05-20T07:22:17.500,    46.20098114013672,    14.99127410852816,    35.92506790161133,    16.75,    38.016703518261345,    28.30456192715633,    d
2026-05-20T07:22:18.000,    46.19236755371094,    14.988633116823621,    33.44919967651367,    17.0,    38.01117915268813,    28.300904333997096,    d
2026-05-20T07:19:59.500,    nan,    nan,    nan,    17.25,    nan,    nan,    d
2026-05-20T07:22:18.500,    46.1881217956543,    14.982087094685994,    31.73774528503418,    17.5,    38.013497624480095,    28.30417736651566,    d
2026-05-20T07:22:19.250,    46.1678581237793,    14.959918516571634,    30.358424186706543,    17.75,    38.016274562390024,    28.311313986775872,    d
2026-05-20T07:22:20.000,    46.16572189331055,    14.946937559754588,    29.52042007446289,    18.0,    38.02689332435078,    28.32243165328873,    d
2026-05-20T07:22:20.500,    46.130191802978516,    14.935982660390437,    28.12247657775879,    18.25,    38.0046089180005,    28.307702220799683,    d
2026-05-20T07:22:21.000,    46.06707000732422,    14.898683465318754,    26.323518753051758,    18.5,    37.98246111842129,    28.298985323711804,    d
2026-05-20T07:19:59.500,    nan,    nan,    nan,    18.75,    nan,    nan,    d
2026-05-20T07:22:21.500,    46.05517578125,    14.859138791216537,    24.804800033569336,    19.0,    38.009954179524804,    28.32907117711011,    d
2026-05-20T07:22:22.000,    46.048583984375,    14.841697690892033,    23.59307861328125,    19.25,    38.02077017526208,    28.341332057518912,    d
2026-05-20T07:22:23.000,    46.03584416707357,    14.819389239264032,    22.89977518717448,    19.5,    38.03067164975396,    28.353970896086064,    d
2026-05-20T07:19:59.500,    nan,    nan,    nan,    19.75,    nan,    nan,    d
2026-05-20T07:22:24.000,    45.95808410644531,    14.781094658537768,    21.130229949951172,    20.0,    37.9957886890087,    28.3356054134872,    d
2026-05-20T07:22:24.500,    45.91740798950195,    14.734565421473235,    19.6350154876709,    20.25,    38.003403241795205,    28.351864341032297,    d
2026-05-20T07:22:25.000,    45.87767028808594,    14.681820061989129,    18.6691837310791,    20.5,    38.01802558401769,    28.37489449096256,    d
2026-05-20T07:22:25.500,    45.859439849853516,    14.640791620826349,    17.947792053222656,    20.75,    38.04124489854079,    28.401939416712594,    d
2026-05-20T07:22:26.000,    45.834102630615234,    14.607964779133908,    17.33777618408203,    21.0,    38.04979461526983,    28.415826485686694,    d
2026-05-20T07:22:26.500,    45.82770538330078,    14.585521238390356,    16.746923446655273,    21.25,    38.0658043971389,    28.433169238609253,    d
2026-05-20T07:22:27.250,    45.8254337310791,    14.570081785786897,    16.311198234558105,    21.5,    38.07878879568736,    28.446621972242042,    d
2026-05-20T07:22:28.000,    45.802310943603516,    14.555613400647417,    15.381890296936035,    21.75,    38.071308511145,    28.444054386097832,    d
