// Creator: RBR Ltd.
// Create time: 2026-01-12T08:45:51
// Instrument model firmware and serialID: RBRmaestro³ 1.148 231853
// Sample period: 0.5 second
// Processing history:
//	/home/epoirier/Documents/Observation/SOMLIT/Somlit_rbr_toolbox/proc_data/rbr_maestro_profile_2_2025-10-16T12-53-24_to_2025-10-16T13-00-18.rsk opened using pyRSKtools v1.1.2.
//	Sea pressure calculated using an atmospheric pressure of 10.1325 dbar.
//	Zero-order hold corrected for channel(s) conductivity, temperature, pressure, temperature1, dissolved_o2_concentration, par, ph, chlorophyll-a, fdom, turbidity, sea_pressure, depth, salinity, speed_of_sound, specific_conductivity, dissolved_o2_saturation. Hold points were treated with interp.
//	Channel temperature aligned using lag(s) -0.045,-0.045 and shiftfill zeroorderhold
//	Depth calculated using the TEOS-10 library and a latitude of 48.35 degrees
//	Profiling velocity calculated from depth, filtered with a windowLength of 3 samples.
//	Practical Salinity derived using TEOS-10 library
//	Potential density anomaly derived using the TEOS-10 library.
//	dissolved_o2_compensated (µmol/L) added to data table by RSK.addchannel().
//	temperature1_compensated (°C) added to data table by RSK.addchannel().
//	Remove loops with the threshold of 0.05 m/s.
//	Binned with respect to depth using [8.625 0.75 ] boundaries with [0.25] m bin size.
// Comment: up CAST

// timestamp(yyyy-mm-ddTHH:MM:ss.FFF),    conductivity(mS/cm),    temperature(°C),    temperature1(°C),    dissolved_o2_concentration(µmol/L),    par(µmol/m²/s),    ph(pH_units),    chlorophyll-a(µg/L),    fdom(ppb),    turbidity(FTU),    depth(m),    salinity(PSU),    density_anomaly(kg/m³),    cast_direction
2025-10-16T12:55:03.000,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    8.25,    nan,    nan,    d
2025-10-16T12:55:03.000,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    nan,    8.5,    nan,    nan,    d
2025-10-16T13:00:11.250,    44.257065773010254,    16.0262912750768,    16.03189992904663,    293.46997833251953,    942.7572174072266,    10.029576778411865,    0.9521250426769257,    2.7821251153945923,    1.0371124744415283,    0.75,    35.29115649739231,    25.96932201813331,    u
2025-10-16T13:00:09.250,    44.25875282287598,    16.025464859005297,    16.0322744846344,    292.37754821777344,    991.0003356933594,    10.02939224243164,    0.8560000360012054,    2.8405001759529114,    1.8011499345302582,    1.0,    35.2932847734033,    25.971158677089136,    u
2025-10-16T13:00:07.500,    44.260687510172524,    16.025562642413814,    16.031399726867676,    292.63275146484375,    892.3779500325521,    10.031145413716635,    0.8296666940053304,    2.9108334382375083,    1.04134996732076,    1.25,    35.29484484190152,    25.97234319353318,    u
2025-10-16T13:00:06.250,    44.26066780090332,    16.02551956177922,    16.032024383544922,    292.4767150878906,    452.16448974609375,    10.03002405166626,    0.9942500591278076,    2.7662501335144043,    1.1342249512672424,    1.5,    35.294758613349856,    25.972296479523607,    u
2025-10-16T12:58:34.250,    44.26620583977204,    16.027310641763968,    16.033479638438408,    292.2113479030588,    618.7386224465292,    10.030566556857583,    0.9616837898075906,    2.767774731083646,    1.0605196449600283,    1.75,    35.297994786155016,    25.974384156561193,    u
2025-10-16T12:57:00.250,    44.26340026855469,    16.02206796266837,    16.028149127960205,    291.95689392089844,    487.2156463623047,    10.03080768585205,    0.9418500363826752,    2.776750111579895,    1.0268449664115906,    2.0,    35.30006928182683,    25.97719106005286,    u
2025-10-16T12:56:55.750,    44.26408576965332,    16.021916122437688,    16.028768301010132,    292.54863357543945,    507.42826080322266,    10.030833005905151,    0.9425625503063202,    2.749437600374222,    1.04655621945858,    2.25,    35.30072476591817,    25.977738310472688,    u
2025-10-16T12:56:51.250,    44.265805053710935,    16.021282348642124,    16.028569507598878,    291.8493957519531,    513.7401062011719,    10.031259250640868,    1.0608000338077546,    2.7257001399993896,    1.1662149906158448,    2.5,    35.30273008256821,    25.979434434748555,    u
2025-10-16T12:56:47.000,    44.2678097316197,    16.020960431778803,    16.02814987727574,    292.5005318777902,    495.1119297572545,    10.031584058489118,    1.0009286148207528,    2.7545716081346785,    1.1906071220125471,    2.75,    35.304708372506255,    25.981038574230556,    u
2025-10-16T12:56:43.750,    44.268893559773765,    16.020665435799554,    16.027490933736164,    292.08397420247394,    400.87217712402344,    10.032040437062582,    1.1040000518163045,    2.751416802406311,    1.061591645081838,    3.0,    35.305833816466524,    25.981981292713424,    u
2025-10-16T12:56:40.500,    44.27058138166155,    16.021928100547353,    16.027706691196986,    292.095206124442,    407.52054704938615,    10.032588005065918,    1.1395000559943063,    2.7182858671460832,    1.0360785552433558,    3.25,    35.30611379084366,    25.981916064466855,    u
2025-10-16T12:56:36.750,    44.27134084701538,    16.020731544544105,    16.027499794960022,    292.6352119445801,    346.25965690612793,    10.033143043518066,    1.074687547981739,    2.738000124692917,    1.1011249870061874,    3.5,    35.30775607464575,    25.983462867998753,    u
2025-10-16T12:56:33.000,    44.27308327811105,    16.019433593776608,    16.028042793273926,    292.1940351213728,    292.83447265625,    10.033587183271136,    1.1314286163875036,    2.71642872265407,    1.1042214121137346,    3.75,    35.310366658450604,    25.985777562663447,    u
2025-10-16T12:56:29.500,    44.27364131382534,    16.020145132821717,    16.027999332972936,    292.21241542271207,    195.89909144810267,    10.034056799752372,    1.0442857486861092,    2.718428679874965,    1.0888856989996774,    4.0,    35.31013392343816,    25.985444081682253,    u
2025-10-16T12:56:25.750,    44.27382040023804,    16.02189189910132,    16.027455687522888,    292.52193450927734,    149.11096954345703,    10.034558892250061,    1.1401250660419464,    2.6903126537799835,    1.0665562003850937,    4.25,    35.308636895725996,    25.983901064716633,    u
2025-10-16T12:56:21.750,    44.274396896362305,    16.021563835136476,    16.026918411254883,    292.84544372558594,    213.67063331604004,    10.035187125205994,    1.1588437929749489,    2.714937686920166,    1.056599959731102,    4.5,    35.30933769758989,    25.984524923215304,    u
2025-10-16T12:56:16.500,    44.27466627267691,    16.020580585222117,    16.025403242844803,    292.6094454251803,    188.32379619891827,    10.035447780902569,    1.2726154510791485,    2.7248077942774844,    1.0634692173737745,    4.75,    35.310355334368985,    25.98554214388766,    u
