#;Mise en base des profils de sonde pour Sete 2025
#;Geosciences Montpellier, Place eugene Bataillon, 34095 Montpellier
#;Mesures realisees avec Sonde SEA BIRD SBE 19+
ID_SITE;DATE;HEURE;TEMPERATURE;FLUORESCENCE;TURBIDITE;PAR;SALINITE;PROFONDEUR
22;23-02-2026;09:51:57;12.6138;0.5292;0.8172;57.295;37.202;0.75
22;23-02-2026;09:52:56;12.6035;0.5244;0.8059;50.713;37.2053;1.0
22;23-02-2026;09:52:50;12.6044;0.531;0.806;48.959;37.2043;1.25
22;23-02-2026;09:52:51;12.6041;0.5439;0.805;44.424;37.2044;1.5
22;23-02-2026;09:52:52;12.604;0.5607;0.8122;40.538;37.2046;1.75
22;23-02-2026;09:52:53;12.6035;0.5769;0.8104;39.18;37.2043;2.0
22;23-02-2026;09:52:53;12.6027;0.6029;0.8095;36.698;37.204;2.25
22;23-02-2026;09:52:54;12.602;0.6249;0.8166;35.963;37.2037;2.5
22;23-02-2026;09:52:55;12.6017;0.6394;0.8261;35.944;37.2038;2.75
22;23-02-2026;09:52:56;12.6014;0.6477;0.8311;35.155;37.2037;3.0
22;23-02-2026;09:52:56;12.6013;0.6607;0.8319;34.456;37.2037;3.25
22;23-02-2026;09:52:57;12.6016;0.6784;0.8235;34.318;37.2038;3.5
22;23-02-2026;09:52:57;12.6026;0.6901;0.8068;34.995;37.2043;3.75
22;23-02-2026;09:52:58;12.6036;0.7001;0.8036;35.223;37.2046;4.0
22;23-02-2026;09:52:58;12.6041;0.7174;0.8151;34.897;37.2046;4.25
22;23-02-2026;09:52:59;12.6046;0.7435;0.8218;35.636;37.2045;4.5
22;23-02-2026;09:53:00;12.6055;0.7584;0.8091;37.736;37.2049;4.75
22;23-02-2026;09:53:00;12.6062;0.7591;0.8297;37.942;37.2054;5.0
22;23-02-2026;09:53:01;12.6062;0.7591;0.845;37.294;37.2051;5.25
22;23-02-2026;09:53:02;12.6062;0.7687;0.8109;36.659;37.2051;5.5
22;23-02-2026;09:53:02;12.6067;0.7763;0.804;36.374;37.2054;5.75
22;23-02-2026;09:53:03;12.6081;0.7833;0.8223;35.426;37.207;6.0
22;23-02-2026;09:53:04;12.6104;0.7881;0.8259;34.126;37.2084;6.25
22;23-02-2026;09:53:04;12.6155;0.7903;0.8178;33.399;37.2109;6.5
22;23-02-2026;09:53:05;12.6212;0.7927;0.8206;32.462;37.2157;6.75
22;23-02-2026;09:53:06;12.6273;0.8034;0.8056;31.522;37.2185;7.0
22;23-02-2026;09:53:07;12.6378;0.8109;0.7945;30.783;37.2279;7.25
22;23-02-2026;09:53:07;12.6508;0.8148;0.7913;29.846;37.2456;7.5
22;23-02-2026;09:53:08;12.6574;0.8172;0.7812;28.819;37.2441;7.75
22;23-02-2026;09:53:09;12.666;0.8169;0.7803;27.779;37.2544;8.0
22;23-02-2026;09:53:09;12.677;0.8168;0.7785;26.605;37.2698;8.25
22;23-02-2026;09:53:10;12.6874;0.8152;0.7554;25.454;37.2773;8.5
22;23-02-2026;09:53:11;12.7023;0.8203;0.7495;24.535;37.2966;8.75
22;23-02-2026;09:53:11;12.7176;0.8259;0.7591;23.665;37.3222;9.0
22;23-02-2026;09:53:12;12.7292;0.8051;0.7606;22.863;37.3338;9.25
22;23-02-2026;09:53:13;12.7355;0.7777;0.7673;22.123;37.339;9.5
22;23-02-2026;09:53:13;12.7389;0.7576;0.7859;21.364;37.3424;9.75
22;23-02-2026;09:53:14;12.7419;0.7371;0.8003;20.612;37.3457;10.0
22;23-02-2026;09:53:14;12.7451;0.7097;0.8105;19.843;37.3489;10.25
22;23-02-2026;09:53:15;12.7494;0.698;0.8123;19.012;37.3539;10.5
22;23-02-2026;09:53:16;12.7552;0.6965;0.8079;18.188;37.3616;10.75
22;23-02-2026;09:53:16;12.763;0.6896;0.8057;17.422;37.3712;11.0
22;23-02-2026;09:53:17;12.7733;0.6765;0.8091;16.728;37.3827;11.25
22;23-02-2026;09:53:17;12.7863;0.663;0.8272;16.06;37.3975;11.5
22;23-02-2026;09:53:18;12.7992;0.6379;0.8309;15.484;37.4106;11.75
22;23-02-2026;09:53:19;12.8114;0.5956;0.8022;14.997;37.4163;12.0
22;23-02-2026;09:53:20;12.8282;0.5781;0.8191;14.343;37.4384;12.25
